label,text
promo,বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
smish,আসসালামুয়ালাইকুম! আপনি কি বারিতে বসে কোন টাকা ইনভেস্ট না কোরে টাকা ইনকাম করতে পারেন? Tahole Amader Bot E Kaj korun. Amader Bot E Apni Kono Investment Chara Income Corte Parben . বট লিঙ্ক:- https://t.me/free_online_income_24bot
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
smish,আপনার হাতে যদি ডেইলি 3-4 ঘন্টা সময় ফ্রি থাকে তাহলে যানাবেন। আশা করি খুব ভালো একটা কাজের সন্ধান দিতে পারবো।https://t.me/cashgotpaid_98_bot?start=r099778786166
normal,তুমি সবসময় সেরা।
smish,বাংলাদেশ ব্যাংক থেকে একটি জরুরি বার্তা এসেছে। কল করুন: +8801914567890
promo,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
promo,"তোমার জন্য স্পেশাল ডিল!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr"
smish,"উদ্দীপন।Post Name:FPO &
Branch Accountant. Your Exam
Date:04/05/24 (Saturday).
Time:09:00 AM (সকাল)। স্থান:সিলেট জোন অফিস।সাথে দুই কপি পাসপোর্ট সাইজের ছবি,CV, ম্যানুয়াল চাকরির আবেদন (বাংলায়), চাকরি প্রার্থীর রেফারেল ফরম (যদি থাকে),এনআইডি এর ফটোকপি,মূল সনদপত্রের ফটোকপি সত্যায়িত ও মূল সনদপত্র সাথে নিয়ে আসবেন।উদ্দীপন সিলেট জোনেৱ ঠিকানা:বাড়ির নাম: শোভাশ্রম,বাড়ি নম্বর: 2/1,J ব্লক,শাহজালাল উপশহর মেইন রোড,বাইতুল জান্নাত জামে মসজিদ এর বিপরীতে।খেলার মাঠের সংলগ্ন / উপ পুলিশ কমিশনার কার্যালয়ের কাছে।প্রয়োজনে:০১৩২২-৮০ ৩৫১২। আবেদন করবেন এভাবে,
বরাবর,
উপ-পরিচালক ও প্রধান
মানবসম্পদ ও ব্যবস্থাপনা বিভাগ
উদ্দীপন প্রধান কাৰ্যালয়
রিং রোড,আদাবর ঢাকা ১২০৭।"
smish,আপনার ইন্সুরেন্স পলিসি আপডেট করতে কল করুন +8801816677889
normal,শুভ জন্মদিন অভিনন্দন!
smish,অভিনন্দন! আপনি ডাচ বাংলা ব্যাংক উপবৃত্তির জন্য নির্বাচিত হয়েছেন। সঠিকভাবে নিশ্চায়ন এবং টাকাও উত্তোলনের নিয়ম জানতে নিচের লিংকে ক্লিক করুন।
normal,তোমার দিন কেমন কাটছে?
normal,"তুমি শক্তিশালী, তুমি পারবে।"
smish,আপনার একাউন্টে সমস্যা হয়েছে। দ্রুত এই নাম্বারে যোগাযোগ করুন ০১৭২৮৩৭৫৮৪৩।
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ২২,৯০০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ২০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.ulab.edu.bd/ লগইন করুন। (ULAB)"
smish,আইপিএল ফাইনালে বাজি ধরুন এবং ১ কোটি টাকা জিতুন। এখনই শুরু করুন: smilesvoegol.servebbs.org/voegol.php
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801911011023
promo,"৳৪১৯ এ ৳৪৯৯ এর অফার! নাও ৩৫জিবি+৫০০মি.,৩০দিন: cutt.ly/4w77ohWY"
smish,🤑প্রতিদিন ৪০০-৫০০ টাকা 💸। ইনকাম‌ করুন মাত্র পাঁচ মিনিটের মধ্যে।    লিংকের মধ্যে রয়েছে বিস্তারিত 🤗 🗣️ টেলিগ্রাম থাকতে হবে 💁🏼https://t.me/Referincomebd4536_bot?start=r05291672775
smish,"আপনার লোন অনুমোদিত হয়েছে! মাত্র ৫% সুদে ৫,০০,০০০ টাকা লোন পেতে এখনই এই লিঙ্কে ক্লিক করুন"
normal,আজকে কি প্ল্যান?
normal,আশা করি তোমার দিনটি ভালো কাটুক!
normal, সেই ব্যক্তিই অভিশপ্ত যে মরে যায় অথচ তার খারাপ কাজগুলো পৃথিবীতে রয়ে যায়। — [আবু বকর (রাদিয়াল্লাহু আনহু)]
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
smish,আপনার ক্রেডিট কার্ডের বিল পেমেন্ট মিস হয়েছে। এখানে ক্লিক করে পেমেন্ট করুন: http://bit.ly/PayBill
smish,নগদ অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801716566678
normal,এই কষ্টটাও কেটে যাবে।
normal,তুমি কি বই পড়ছো?
promo,"৳১০০ ক্যাশব্যাকে প্রোলেভেল ডিল-১০০জিবি@৳৬৯৮,৩০দিন cutt.ly/AwQzYxAf"
normal,"০১৬৭২৫৮৩৭৮৯ নাম্বারে কল করুন, আমার টাকা দরকার।"
normal,০১৬৭২৫৮২৯৭৮ এই নাম্বারে রকেটে ২০০ টাকা পাঠান।
smish,"নগদ অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadFundsBot"
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
normal,আপনার জন্য একটি গল্প আছে?
smish,"আপনি চাকরির পর্যালোচনায় পাস হয়েছেন এবং প্রতিদিন ২,০০০ টাকা বেতন পাবেন। যোগাযোগ : https://wa.me/8801726768680"
smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ট্রিপ জিতুন! আজই যোগ দিন: smilesvoegol.servebbs.org/voegol.php
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
smish,"ডেইলি ৫০০,৭০০,১০০০ টাকা ইনকাম
ইমারজে'ন্সি লোক লাগবে।
কেউ করতে চাইলে আমাকে মে'সেজ দিন।"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801915566778
promo,"লি কুপার লন্ডনের
উইন্টার কালেকশন
মোকাসিন সু, পোলো শার্ট, জিন্স
জলদি"
smish,"ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি রেফারে 250 টাকা ।
https://t.me/Trust_earning_Airdropbot?start=r04351947315"
normal,"০১৮২৭২৮৩৮৯২ এই নাম্বারে কল করুন, জরুরি।"
smish,ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি গাড়ি জিতুন! আজই যোগ দিন: phlebolog.com.ua/libraries/joomla/results.php
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF"
promo,নতুন ক্লায়েন্টদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ২০% ছাড়।
promo,"৫০৳ চিল ক্যাশব্যাকে ৩১জিবি+৪৫০মি.@৪৪৯৳ ৩০দিন, নাও: cutt.ly/KwMwLOgt"
smish,"প্রিয় গ্রাহক, কলকাতা TS ATM.Txn# S32131611-20191005-এ 31-12-2019 তারিখে A/cXXXXX থেকে 25000 টাকা তোলা হয়েছে৷ আপনার দ্বারা না করা হলে, আপনার কার্ড ব্লক করতে নিবন্ধিত মোবাইল নম্বর থেকে এই এসএমএসটি 7679786941 এ ফরোয়ার্ড করুন বা অবিলম্বে 7029892098 -স্টেট ব্যাঙ্ক অফ ইন্ডিয়াতে কল করুন"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,"সবকিছু ঠিকঠাক হবে, আমি জানি।"
promo,বোনাস সহ ৪জিবি-৬৬টাকা-৭দিন।ডায়াল *১২১*৫০৪৭# বা https://mygp.li/mo
smish,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে:https://ow.ly/ xjfF50QsUP4"
normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
smish,আপনার ইমেল অ্যাকাউন্টে সমস্যা হয়েছে। সুরক্ষার জন্য এখানে ক্লিক করুন: [emailsecure.org/FixBD]
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,"৳৩৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৩,৩০দিন cutt.ly/HwOETkke"
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ৩২,৪৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ১০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.iubat.edu.bd/ লগইন করুন। (IUBAT)"
normal,আপনি কী করছেন?
promo,"আজ ও কাল মেন্স ওয়ার্ল্ড এর সকল শাখায় ফ্ল্যাট ৫০% ডিসকাউন্ট
cutt.ly/fmw"
smish,আপনার ব্যাংক অ্যাকাউন্টের নোটিফিকেশন পাওয়া যাচ্ছে না। দয়া করে এখানে ক্লিক করুন: http://bit.ly/UpdateNotify
promo,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে এক এমবিপিএস ইন্টারনেট ব্যান্ডউদথের মূল্য ছিল ২৭ হাজার টাকা বর্তমানে একদেশ একরেটের আওতায় তা ৬০ টাকায় নির্ধারিত হয়েছে।"
normal,বাসায় খুব শান্তি আছে।
smish,আইপিএল স্পেশাল অফার! বেটিং শুরু করুন এবং একটি ফ্রি ল্যাপটপ জিতুন। ক্লিক করুন: super1000.info/docs
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,কোন ক্রেডিট চেক ছাড়াই ১০০% ক্রেডিট কার্ড অনুমোদন। আজই আবেদন করুন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০
normal,শুভ সন্ধ্যা!
normal,এই কষ্টটাও কেটে যাবে।
normal, পৃথিবীর জীবনটা তিনটি দিনের– গতকালের দিনটিতে যা করা হয়েছে সেগুলো নিয়ে সেটি চলে গেছে; আগামীকালের দিনটিতে হয়ত আপনি না-ও পৌছতে পারেন; কিন্তু আজকের দিনটি আপনার জন্য সুতরাং যা করার আজই করে নিন। -[ইমাম আল-হাসান আল-বাসরী (রহ)]
normal,"হ্যালো, কেমন আছেন আপনি?"
smish,SCHOOL PART TIME TEACHER POST APPLY Now. Online selection process. নাম্বারের ভিত্তিতে নির্বাচন করা হবে. B.SC pass Marksheet and certificate send WhatsApp 7602236317
promo,"১৭ মে বিশ্ব টেলিযোগাযোগ ও তথ্য সংঘ দিবস, ২০২৩ এর প্রতিপাদ্য বিষয়
“তথ্য ও যোগাযোগ প্রযুক্তির উন্নয়ন
স্বল্পোন্নত দেশসমূহের ক্ষমতায়ন”-ডাক ও টেলিযোগাযোগ বিভাগ।"
normal,তুমি কি বইয়ের দোকানে যাচ্ছো?
normal,আজ কি করবেন?
normal,কেমন আছেন?
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ৩২,৪৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ১০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.iubat.edu.bd/ লগইন করুন। (IUBAT)"
normal,কেমন আছে আপনার দিনটি?
smish,আপনার অ্যাকাউন্টটি ভেরিফাই করতে কল করুন +8801813344556
normal,আমি স্বাস্থ্য মনে হয় এবং আমার শরীর ভালো মনে হয়।
normal,আত্মবিশ্বাস নিয়ে সামনে এগিয়ে যাও।
smish,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি বাড়ি জিতুন! আজই শুরু করুন: super1000.info/docs
smish,আপনার ব্যাংক অ্যাকাউন্টে ২ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801917677789
smish,আপনার ব্যাংক অ্যাকাউন্টের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyInfo
promo,"আজই শেষ দিন!৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,"হ্যাপি নিউ ইয়ার - ২০২৪
স্মার্ট ব্যাংকিং সেবায় সোনালী ব্যাংক
সর্বদাই আপনার পাশে
মোঃ আফজাল করিম
সিইও এন্ড এমডি"
promo,"1GB (0.2GB+ 0.8GB Bonus) ইন্টারনেট সফলভাবে চালু হয়েছে। মোট মূল্য 19TK, মেয়াদ 7 দিন। ইন্টারনেট ব্যালেন্স জানতে mygp.li/check ক্লিক করুন অথবা *121*1*4# ডায়াল করুন।"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801718788890
smish,"এড ফি লাগবে না। 🎁🎁
প্রতিদিন  $ 1 থেকে  $2 ডলার  ইনকাম করতে পারবেন এছাড়াও আরো ইনকাম আছে যদি কেউ করতে চান ইনবক্সে মেসেজ দেন।"
smish,জরুরী ! আমাদের অ্যাপল অ্যাকাউন্টধারীর সাথে যোগাযোগ করতে হবে। আপনি যদি এই অ্যাকাউন্টটি পরিচালনা করেন তবে বার্তাটি পেতে আপনার পরিচয় যাচাই করুন৷
smish,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [bankverify.org/LoginBD]
smish,আপনার ব্যাংক একাউন্ট থেকে অজানা লেনদেন হয়েছে। বিস্তারিত জানতে কল করুন +8801914455667
promo,"৳১০০ ক্যাশব্যাক!৩০জিবি+৬০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,"তোমার জন্য স্পেশাল ডিল!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr"
promo,"সপ্তাহজুড়ে প্রো-লেভেল ইন্টারনেটিং,নাও ২৫জিবি@২১৯৳: cutt.ly/2wEyml8b"
normal,তোমার সকল ইচ্ছা পূরণ হোক!
normal,কি খবর তোমার দিন?
promo,বিটিআরসি'র ডাটাবেজে হ্যান্ডসেটটি নিবন্ধিত নয়। হ্যান্ডসেটটি স্বয়ংক্রিয়ভাবে নিবন্ধন করা হবে। 
promo,থ্যালাসেমিয়া রোগ  থেকে বাঁচতে বিয়ের আগে রক্ত পরীক্ষা করিয়ে নিন । রোগী ও বাহক কিংবা বাহকে বাহকে বিয়ে নয়-বাংলাদেশ থ্যালাসেমিয়া সমিতি।
normal,আপনার দিন কেমন কাটছে?
promo,৳৬০ ক্যাশব্যাক! ২০জিবি @ ৳২৪৯ ৩০দিন নিয়ে নাও: cutt.ly/Pwlt8cOy
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
smish,"২,০০,০০০ টাকা বিনিয়োগে ৪,০০,০০০ টাকা অর্জন করুন! কল করুন: +8801710900912"
smish,আপনি আমাদের ভাগ্যবান গ্রাহক! আপনার বিনামূল্যের ১ বছরের ইন্টারনেট সাবস্ক্রিপশন দাবি করুন। কল করুন 019XXXXXXXX।
smish,আপনার bKash অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় সক্রিয় করতে কল করুন: +8801819876543
smish,শাকিবের সাথে ফ্রি ম্যাচ টিকিট জিততে ক্রিকেটে বাজি ধরুন! শুরু করুন: promusic.co/components/interbank.com/
normal,আমার প্রিয় মানুষ যারা জীবন নিয়ে আমার পরিবারে সমস্যা আছে সেগুলোকে আমি সমাধান করতে চাই।
smish,আসসালামুয়ালাইকুম! আপনি কি বারিতে বসে কোন টাকা ইনভেস্ট না কোরে টাকা ইনকাম করতে পারেন? Tahole Amader Bot E Kaj korun. Amader Bot E Apni Kono Investment Chara Income Corte Parben . বট লিঙ্ক:- https://t.me/free_online_income_24bot
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
smish,"১০,০০০ টাকা বিনিয়োগে ৩০,০০০ টাকা অর্জন করুন! কল করুন: +8801711011123"
normal,তুমি কি অফিসে যাচ্ছো?
smish,আপনার ব্যাংক তথ্য আপডেট করুন। এখানে ক্লিক করুন: [verifybankinfo.com/UpdateBD]
normal,তোমার লক্ষ্যে পৌঁছাতে ধৈর্য ধরো।
promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka"
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য কল করুন: +8801819900112
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯, ৩০দিন cutt.ly/FwQhpKHc"
promo,"১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  https://mygp.li/a0"
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈"
normal,আজকে তোমার দিন কেমন কাটছে?
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
smish,আপনি ১ ভরি সোনা জিতেছেন! পুরস্কার নিতে কল করুন: +8801819876543
normal,বাসায় খুব শান্তি আছে।
promo,ডিজিটাল গ্যাজেটের উপর ১৫% ডিসকাউন্ট! আজই কেনাকাটা করুন এবং বোনাস পান।
smish,"""অভিনন্দন! আপ্নি পাসেন"" ""বিকাশ"""" & BRAC""""N.G.O"""" pokko teke """"STUDENT বৃত্তি"""" (টাকা-10,499/) আপনার পরিমাণ আইডি: এখন আপনার প্রার্থী নির্বাচন করুন: Bestarito Janta Call korun office: 01794567889 (am 11 to 5pm} ওথোভা""""ঠিক আছে""""লিখা এসএমএস করব? আমড়া আপনের কেচা কল করবো.!"""
smish,"আপনার ছেলে সমস্যায় আছে, তাই দ্রুত টাকা পাঠান।"
smish,"bKash থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801717788990"
normal,ভালো সময় আবার আসবে।
normal,"০১৬৭২৫৯২৮৯৭ এই নাম্বারে কল করুন, আমার টাকা দরকার।"
normal,আপনি কী করছেন?
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801913233245
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ
promo,"৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8"
normal,"ধৈর্য ধরো, ভালো সময় আসবে।"
promo,‘শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড-২০২৪’ প্রদানের লক্ষ্যে ১৮-৪৫ বছরের যুবদের নিকট হতে দরখাস্ত আহবান করা হয়েছে। এ বিষয়ে সকল তথ্য যুব ও ক্রীড়া মন্ত্রণালয়ের ওয়েবসাইটে www.moysports.gov.bd পাওয়া যাবে।
normal,তুমি কি আমার কাছে আসতে চাও?
smish,অ্যাপল আইফোন ১৮ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801810900912
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
normal,তোমার বাসা কতটুকু দূরে?
normal,০১৭২৯১৭২৯৬৪ নাম্বারে রকেটে টাকা পাঠান।
smish,বিপিএলে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ছুটি জিতুন। শুরু করুন: super1000.info/docs
normal,শুভ রাত্রি!
smish,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://t.me/JanataActivateBot
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
smish,"প্রিয় গ্রাহক, আপনার মোবাইল নম্বরটি ব্লক করা হচ্ছে। এটি এড়াতে 017XXXXXXXX নম্বরে কল করে আপনার পরিচয় নিশ্চিত করুন।"
smish,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [emailverify.com/VerifyBD]
normal,শুভ ভালোবাসা দিবস!
normal,আজ তোমার স্কুলের কী কাজ হয়েছে?
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈"
smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য একটি ফ্রি ট্রিপ জিতুন! এখনই শুরু করুন: ebayisapidlld.altervista.org/
promo,সব কসমেটিক্সে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
normal,শুভ রথযাত্রা!
smish,আপনার হাতে যদি ডেইলি 3-4 ঘন্টা সময় ফ্রি থাকে তাহলে যানাবেন। আশা করি খুব ভালো একটা কাজের সন্ধান দিতে পারবো।https://t.me/cashgotpaid_98_bot?start=r099778786166
normal,"দুনিয়া অর্জন নয়, দুনিয়া বিমুখীতাতেই রয়েছে দেহ ও মনের প্রশান্তি। - [উমার ইবনুল খাত্তাব (রা)]"
promo,বোনাস সহ ৭জিবি-১৩০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫৪৬৯# বা ভিজিট mygp.li/mo
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
smish,আপনি ৪ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801719900112
normal,"প্রিয় গ্রাহক আপনার কাছে পল্লি বিদ্যুৎ  জামালপুর শাখার পাওনা রয়েছে ৫০৩৮/- টাকা, জলদি পাওনা পরিষোধ না করলে বিদ্যুৎ লাইন বিচ্ছিন্ন করা হবে।"
smish,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : wa.me/85295102105
smish,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: +8801811011023
promo,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে । ভিজিট করুন: www.joinnavy.navy.mil.bd
normal,কি খাবে আজ? মাছের কারি। তুমি কি পছন্দ করো?
normal,মিঠু ভাইয়ের নাম্বারে টাকা দিয়ে তারপর আসিস।
promo,"[Pathao] ডেলিভার চার্জ এখন ৳৩০! 
পাঠাও ফুড-এর ডেলিভারি চার্জ এখন ৳৩০ ফিরে এসেছে।
এখনই অর্ডার করুন পাঠাও ফুড-এ: https://cutt.ly/QNMk4Eg"
smish,আপনার একাউন্ট সুরক্ষিত নয়। ৪০০০ টাকা পাঠান এই নাম্বারে: ০১৭৮৯৭৬৫৪৩২১।
promo,"মে-২৪
রিচার্জ:0৳
খরচ:
ডেটা:287৳
ভয়েস:101৳
অন্যান্য:0৳"
promo,"লি কুপার লন্ডনের
উইন্টার কালেকশন
মোকাসিন সু, পোলো শার্ট, জিন্স
জলদি"
normal,"তুমি একা নও, আমরা সবাই তোমার পাশে আছি।"
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১২জিবি+৩০০মি@২৯৭৳,৩০দিন cutt.ly/Nw0efEst"
smish,আপনার ব্যাংক অ্যাকাউন্টে অজানা লেনদেন সনাক্ত করা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: http://bit.ly/UnknownTxn
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন,নিয়ে নাও: cutt.ly/2wQlYv6U"
smish,"আপনি সরকারী বোনাস স্কিমের জন্য নির্বাচিত হয়েছেন,  ৫০,০০০ পর্যন্ত পেতে যোগাযোগ করুন ০১৭২৩১২২৫৭৬ নম্বরে 
বোনাস স্কিম 
বাংলাদেশ অর্থমন্ত্রণালয়"
promo,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সামাজিক নিরাপত্তা খাতে বরাদ্দ ছিল মাত্র ২ হাজার ৫০৫ কোটি টাকা। ২০২৩ সালে বেড়ে দাঁড়িয়েছে ১ লক্ষ ২৬ হাজার ২৭২ কোটি টাকা।"
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801915566778
promo,"উম্মাহ সপ থেকে যে কোনো ধরনের কেনাকাটা করলে পাচ্ছেন ২০% পর্যন্ত বোনাস,  ফারিদপুর সদর।"
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
normal,"তুমি পারবে, শুধু লেগে থাকো।"
promo,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw"
smish,"https://t.me/Referincomebd4536_bot?start=r09402022185
ঘরে বসে আয়,দিনে ৩০০থেকে ৪০০ টাকা ইনকাম করতে চাইলে
এই লিংকে ক্লিক করে startকরুন ধন্যবাদ ☺️☺️"
promo,আজ ধানমন্ডি শাখার শুভ উদ্বোধনে ফ্ল্যাট৫০%ছাড়! ০১৮৯৬০০১৯২৯ cutt.ly/fmw
